loan_id,customer_id,application_date,disbursement_date,product_type,channel,province,age,employment_type,monthly_income_idr,loan_amount_idr,tenor_months,interest_rate_pct,credit_score,dti_ratio,status
LN001432,CUS02553,2023-04-13,,Business Loan,Mobile App,Jawa Tengah,38,Self-Employed,1500000,189388082,3,2.68,677,4208.62,Rejected
LN001433,CUS02838,2023-10-05,,KTA (Personal Loan),Partner API,Jawa Barat,38,Freelancer,2055438,45292624,3,2.66,475,734.52,Pending
LN001434,CUS01629,2023-10-11,,KTA (Personal Loan),Web,Jawa Tengah,27,Employed,2238388,5147650,12,3.45,645,19.16,Rejected
LN001435,CUS02662,2023-08-20,,Education Loan,Mobile App,Kalimantan Timur,30,Self-Employed,5422473,28350372,18,2.31,515,29.05,Rejected
LN001436,CUS00329,2023-07-02,,KTA (Personal Loan),Partner API,Sumatera Utara,34,Employed,4111129,11185674,12,2.41,553,22.67,Pending
LN001437,CUS03489,2024-03-20,2024-03-21,KTA (Personal Loan),Partner API,DKI Jakarta,30,Business Owner,2230524,6796681,36,2.62,635,8.46,Approved
LN001438,CUS01346,2023-07-10,2023-07-15,PayLater,Partner API,Banten,44,Freelancer,4223818,749248,18,2.98,752,0.99,Approved
LN001439,CUS03492,2024-06-30,,PayLater,Mobile App,DKI Jakarta,35,Employed,6770941,2070122,18,1.95,679,1.7,Pending
LN001440,CUS02763,2024-01-14,,PayLater,Mobile App,Jawa Tengah,37,Employed,6862978,3293618,1,2.55,651,47.99,Pending
LN001441,CUS02186,2024-12-02,,Education Loan,Mobile App,Sumatera Utara,37,Employed,1599411,15057779,3,1.25,648,313.82,Pending
LN001442,CUS01557,2024-07-11,,PayLater,Mobile App,Jawa Tengah,41,Business Owner,4629643,614994,18,2.36,592,0.74,Pending
LN001443,CUS01298,2024-04-27,,KTA (Personal Loan),Mobile App,Jawa Barat,33,Employed,2180236,26441718,3,3.04,606,404.26,Pending
LN001444,CUS02568,2022-12-09,,Business Loan,Partner API,Jawa Barat,21,Business Owner,8588938,94004841,1,2.14,684,1094.49,Pending
LN001445,CUS02944,2023-01-12,2023-01-15,KTA (Personal Loan),Mobile App,Jawa Barat,35,Business Owner,8003874,39058216,24,2.59,539,20.33,Approved
LN001446,CUS03111,2022-02-17,,KTA (Personal Loan),Web,Sumatera Utara,26,Self-Employed,2917192,17582580,24,2.24,697,25.11,Rejected
LN001447,CUS01999,2022-09-14,,PayLater,Partner API,Sumatera Utara,27,Business Owner,3157595,1478890,3,2.07,618,15.61,Pending
LN001448,CUS02217,2023-04-26,,Business Loan,Mobile App,Sumatera Utara,36,Business Owner,3791181,58628401,18,2.99,716,85.91,Pending
LN001449,CUS00148,2023-05-31,,PayLater,Mobile App,Jawa Barat,41,Self-Employed,1500000,1866829,1,1.98,726,124.46,Pending
LN001450,CUS02530,2022-06-13,,PayLater,Web,Banten,32,Employed,6116676,3196241,6,2.65,516,8.71,Pending
LN001451,CUS00281,2023-03-08,,PayLater,Web,DKI Jakarta,34,Self-Employed,4244954,2621864,12,2.65,603,5.15,Rejected
LN001452,CUS00962,2022-12-08,2022-12-10,PayLater,Agent,DKI Jakarta,45,Self-Employed,8949010,2016025,18,2.07,581,1.25,Approved
LN001453,CUS02586,2024-03-24,,PayLater,Partner API,Jawa Tengah,33,Student,2586724,2184413,1,2.58,504,84.45,Rejected
LN001454,CUS02804,2022-07-30,,KTA (Personal Loan),Partner API,Jawa Barat,52,Self-Employed,3448585,21691564,6,2.03,567,104.83,Pending
LN001455,CUS01178,2022-07-15,,PayLater,Web,DKI Jakarta,36,Self-Employed,2024904,4875830,3,2.76,845,80.26,Pending
LN001456,CUS00932,2022-05-11,,KTA (Personal Loan),Mobile App,DKI Jakarta,18,Self-Employed,2737003,15484864,36,1.84,698,15.72,Pending
LN001457,CUS03059,2024-08-27,2024-08-30,PayLater,Partner API,Jawa Timur,38,Employed,2460214,4181277,12,2.33,803,14.16,Approved
LN001458,CUS00371,2022-04-21,2022-04-23,PayLater,Agent,Jawa Barat,35,Employed,9088611,3686948,6,2.37,716,6.76,Approved
LN001459,CUS01778,2022-02-23,,KTA (Personal Loan),Mobile App,DKI Jakarta,42,Employed,3288662,5250650,1,3.06,590,159.66,Rejected
LN001460,CUS00404,2024-03-24,,Education Loan,Mobile App,Jawa Barat,37,Employed,5386755,29829405,12,2.57,619,46.15,Rejected
LN001461,CUS03115,2024-12-09,,Business Loan,Mobile App,Jawa Barat,30,Employed,3978798,153723480,12,2.98,697,321.96,Pending
LN001462,CUS02596,2022-06-20,,Education Loan,Agent,Jawa Tengah,22,Self-Employed,2334408,22061239,18,2.78,685,52.5,Pending
LN001463,CUS02884,2022-08-01,,KTA (Personal Loan),Mobile App,Kalimantan Timur,30,Business Owner,4519754,23239611,6,2.77,603,85.7,Pending
LN001464,CUS00412,2023-06-22,,KTA (Personal Loan),Web,Jawa Barat,25,Business Owner,7162792,29984139,36,2.33,529,11.63,Rejected
LN001465,CUS01818,2022-11-15,,KTA (Personal Loan),Partner API,DIY Yogyakarta,27,Employed,2422456,16397190,6,3.01,850,112.81,Pending
LN001466,CUS00682,2022-06-22,2022-06-26,KTA (Personal Loan),Partner API,DKI Jakarta,36,Employed,8124673,6596753,6,2.32,638,13.53,Approved
LN001467,CUS02843,2024-03-09,,PayLater,Web,DKI Jakarta,45,Employed,3002980,4262097,6,1.64,623,23.65,Rejected
LN001468,CUS01227,2023-09-26,,KTA (Personal Loan),Agent,Jawa Timur,35,Employed,3742102,45341802,12,2.39,659,100.97,Pending
LN001469,CUS00119,2023-04-15,2023-04-18,PayLater,Mobile App,Banten,22,Employed,6874698,1231117,24,2.73,630,0.75,Approved
LN001470,CUS00189,2023-05-22,,PayLater,Mobile App,Jawa Barat,35,Self-Employed,3358102,4041752,18,1.7,659,6.69,Pending
LN001471,CUS01329,2023-08-05,,KTA (Personal Loan),Mobile App,Jawa Barat,41,Employed,5114004,38351870,12,2.06,752,62.49,Pending
LN001472,CUS03262,2024-06-26,,PayLater,Mobile App,Banten,27,Employed,4139700,1302687,3,1.88,640,10.49,Pending
LN001473,CUS00230,2022-09-16,,PayLater,Mobile App,Bali,30,Self-Employed,5403563,2398229,3,2.89,556,14.79,Pending
LN001474,CUS01202,2022-09-26,2022-09-27,PayLater,Mobile App,DIY Yogyakarta,32,Employed,1500000,2402410,12,3.34,637,13.35,Approved
LN001475,CUS01469,2024-12-14,,Education Loan,Web,Jawa Timur,25,Self-Employed,1668005,23999106,18,2.4,612,79.93,Pending
LN001476,CUS01536,2022-12-16,2022-12-18,PayLater,Mobile App,Banten,37,Employed,7235634,4269474,18,2.77,763,3.28,Approved
LN001477,CUS01765,2022-02-28,,PayLater,Web,Sumatera Utara,31,Employed,9316124,926488,3,2.75,743,3.31,Pending
LN001478,CUS00597,2022-03-13,,Business Loan,Mobile App,Banten,35,Employed,2895465,116964154,3,3.28,658,1346.52,Rejected
LN001479,CUS01001,2024-01-01,,KTA (Personal Loan),Mobile App,DIY Yogyakarta,24,Employed,4318987,39278682,6,2.17,547,151.57,Rejected
LN001480,CUS02176,2023-10-29,,PayLater,Mobile App,Sumatera Utara,28,Employed,5967150,4037857,24,2.39,551,2.82,Rejected
LN001481,CUS01688,2024-09-02,2024-09-06,PayLater,Mobile App,Jawa Timur,37,Employed,7578903,1165970,12,2.33,651,1.28,Approved
LN001482,CUS02319,2024-08-14,,PayLater,Mobile App,Jawa Barat,29,Employed,1500000,2864773,6,2.54,676,31.83,Pending
LN001483,CUS02793,2023-07-12,2023-07-13,PayLater,Mobile App,Jawa Tengah,45,Business Owner,2938248,4359014,6,3.75,620,24.73,Approved
LN001484,CUS03247,2024-06-30,2024-07-01,PayLater,Web,Sulawesi Selatan,28,Employed,4095506,1933333,3,2.52,611,15.74,Approved
LN001485,CUS00738,2022-10-04,,PayLater,Mobile App,Jawa Barat,33,Employed,7624159,2413026,12,2.07,602,2.64,Pending
LN001486,CUS00697,2022-12-29,,Business Loan,Mobile App,DKI Jakarta,39,Self-Employed,22387353,162828117,18,1.92,648,40.41,Pending
LN001487,CUS00718,2024-07-24,,KTA (Personal Loan),Mobile App,Jawa Barat,20,Self-Employed,4360708,9019378,36,3.13,459,5.75,Pending
LN001488,CUS00324,2024-06-09,,KTA (Personal Loan),Partner API,Bali,18,Employed,2149534,43677198,12,2.07,561,169.33,Rejected
LN001489,CUS02497,2024-12-08,,PayLater,Mobile App,Banten,19,Employed,6364901,1900205,3,2.83,599,9.95,Pending
LN001490,CUS01567,2024-12-29,2024-12-30,PayLater,Mobile App,DKI Jakarta,42,Employed,11045635,506526,12,2.16,746,0.38,Approved
LN001491,CUS02539,2023-09-27,,Business Loan,Mobile App,DKI Jakarta,27,Employed,5334773,54490237,18,1.87,584,56.75,Rejected
LN001492,CUS02799,2023-12-13,,PayLater,Partner API,Jawa Timur,52,Self-Employed,2902141,902752,1,2.8,664,31.11,Rejected
LN001493,CUS00987,2024-09-13,,Business Loan,Mobile App,Jawa Tengah,27,Business Owner,8883843,27553132,24,2.18,668,12.92,Rejected
LN001494,CUS02039,2023-04-11,2023-04-15,KTA (Personal Loan),Mobile App,DKI Jakarta,33,Business Owner,7445168,36177608,18,2.71,753,27.0,Approved
LN001495,CUS02389,2022-07-03,,Business Loan,Web,Bali,44,Employed,2701451,50655503,12,2.75,751,156.26,Pending
LN001496,CUS00587,2024-06-23,,PayLater,Web,Jawa Timur,48,Business Owner,6285801,4706340,12,2.77,645,6.24,Pending
LN001497,CUS00952,2023-09-23,2023-09-28,PayLater,Mobile App,Jawa Timur,48,Freelancer,9095658,2824000,18,2.37,611,1.72,Approved
LN001498,CUS01889,2024-01-20,,Business Loan,Mobile App,Sumatera Utara,41,Employed,10161153,97418669,12,2.84,596,79.89,Pending
LN001499,CUS02613,2024-04-24,,Business Loan,Agent,Jawa Barat,40,Employed,4804574,92513868,1,2.04,630,1925.54,Pending
LN001500,CUS01041,2023-06-17,,PayLater,Mobile App,Jawa Tengah,36,Business Owner,4033321,3616644,3,1.27,615,29.89,Pending
LN001501,CUS01883,2022-11-15,,Education Loan,Mobile App,Jawa Tengah,38,Business Owner,10441645,16306569,3,2.85,694,52.06,Rejected
LN001502,CUS01046,2023-09-14,2023-09-18,PayLater,Mobile App,Bali,27,Self-Employed,2418969,1078701,18,2.58,683,2.48,Approved
LN001503,CUS02732,2022-01-22,2022-01-25,PayLater,Partner API,DKI Jakarta,25,Freelancer,6505093,4460774,6,2.19,697,11.43,Approved
LN001504,CUS00039,2022-01-01,,KTA (Personal Loan),Mobile App,Banten,31,Employed,2197723,24277790,12,1.76,750,92.06,Rejected
LN001505,CUS03296,2024-12-07,2024-12-11,KTA (Personal Loan),Mobile App,Jawa Tengah,30,Employed,9475065,8330205,18,1.48,799,4.88,Approved
LN001506,CUS01906,2022-10-07,,Education Loan,Mobile App,Sumatera Utara,28,Employed,4282815,18234149,6,2.53,659,70.96,Pending
LN001507,CUS01179,2023-12-06,2023-12-08,PayLater,Mobile App,Sumatera Utara,37,Employed,10703682,3413060,18,3.32,737,1.77,Approved
LN001508,CUS02776,2023-08-11,,PayLater,Agent,DKI Jakarta,39,Employed,6714608,1740121,6,2.43,621,4.32,Pending
LN001509,CUS02239,2024-08-18,,KTA (Personal Loan),Mobile App,Jawa Barat,32,Employed,2400088,41015318,6,2.32,744,284.82,Pending
LN001510,CUS00648,2024-12-31,2025-01-02,PayLater,Mobile App,DKI Jakarta,43,Self-Employed,11754246,3513991,6,2.49,734,4.98,Approved
LN001511,CUS00303,2022-01-18,2022-01-21,PayLater,Mobile App,Jawa Tengah,22,Employed,12682017,3426535,36,3.59,730,0.75,Approved
LN001512,CUS01810,2024-10-04,,KTA (Personal Loan),Web,Sulawesi Selatan,30,Self-Employed,8489327,23937122,18,2.88,657,15.66,Pending
LN001513,CUS01416,2024-09-04,,PayLater,Mobile App,DKI Jakarta,26,Employed,3166051,4828618,1,2.03,596,152.51,Rejected
LN001514,CUS02407,2023-09-06,,KTA (Personal Loan),Web,Jawa Tengah,18,Employed,4161308,17338512,36,2.51,538,11.57,Pending
LN001515,CUS01226,2022-01-19,2022-01-21,PayLater,Mobile App,Sulawesi Selatan,31,Employed,5455881,3099674,18,2.67,646,3.16,Approved
LN001516,CUS02618,2024-05-31,,KTA (Personal Loan),Web,Kalimantan Timur,31,Employed,3277928,18907482,3,1.97,772,192.27,Rejected
LN001517,CUS01738,2023-08-23,,KTA (Personal Loan),Mobile App,Jawa Timur,44,Self-Employed,13802446,38516213,1,2.88,625,279.05,Pending
LN001518,CUS02828,2023-04-19,2023-04-21,PayLater,Mobile App,Sumatera Utara,37,Self-Employed,5452279,715061,6,2.09,712,2.19,Approved
LN001519,CUS01025,2022-01-15,2022-01-17,PayLater,Mobile App,Jawa Barat,23,Self-Employed,1500000,706522,12,1.74,717,3.93,Approved
LN001520,CUS01872,2024-02-05,,PayLater,Mobile App,Jawa Barat,46,Employed,6129121,4148874,12,2.54,627,5.64,Pending
LN001521,CUS03463,2023-01-22,2023-01-26,PayLater,Partner API,DKI Jakarta,41,Freelancer,4057404,2454206,6,2.46,755,10.08,Approved
LN001522,CUS01238,2024-04-23,,KTA (Personal Loan),Mobile App,Jawa Tengah,36,Employed,4780198,20353102,6,2.5,417,70.96,Rejected
LN001523,CUS00816,2024-06-14,,Education Loan,Agent,Jawa Tengah,30,Business Owner,4007895,20188171,3,2.12,552,167.9,Rejected
LN001524,CUS01576,2024-03-19,,KTA (Personal Loan),Mobile App,Jawa Barat,24,Employed,8114606,36585470,1,2.19,576,450.86,Pending
LN001525,CUS03496,2023-05-27,,KTA (Personal Loan),Mobile App,DKI Jakarta,29,Employed,9788914,14054060,12,3.06,584,11.96,Pending
LN001526,CUS01980,2022-12-01,2022-12-03,PayLater,Mobile App,DKI Jakarta,40,Self-Employed,5925528,1334440,6,2.72,676,3.75,Approved
LN001527,CUS00437,2024-03-09,2024-03-14,PayLater,Mobile App,DKI Jakarta,47,Business Owner,4078997,4811678,12,2.02,673,9.83,Approved
LN001528,CUS00972,2024-02-14,,Education Loan,Mobile App,Kalimantan Timur,44,Self-Employed,4877513,19741607,24,1.52,681,16.86,Pending
LN001529,CUS01563,2023-03-28,,Education Loan,Mobile App,Bali,28,Employed,5059145,14752911,3,2.04,697,97.2,Pending
LN001530,CUS02343,2023-06-23,,KTA (Personal Loan),Partner API,DKI Jakarta,23,Employed,3089409,41064876,1,2.58,573,1329.21,Pending
LN001531,CUS01471,2022-06-12,,PayLater,Web,DKI Jakarta,33,Student,7076610,2863215,1,2.18,552,40.46,Pending
LN001532,CUS02355,2024-05-14,,Business Loan,Mobile App,Sulawesi Selatan,18,Employed,6589406,55915933,12,2.15,681,70.71,Rejected
LN001533,CUS01212,2023-05-06,,PayLater,Partner API,DKI Jakarta,34,Employed,12600073,1430308,18,2.21,599,0.63,Pending
LN001534,CUS02865,2024-11-24,,Business Loan,Mobile App,Kalimantan Timur,30,Employed,10619031,85403260,12,2.46,524,67.02,Rejected
LN001535,CUS01210,2023-07-11,,Business Loan,Partner API,Jawa Barat,28,Employed,3313592,173380213,12,2.89,727,436.03,Pending
LN001536,CUS00090,2023-08-07,2023-08-08,PayLater,Mobile App,Jawa Tengah,19,Employed,8179384,776515,6,2.5,761,1.58,Approved
LN001537,CUS03400,2024-12-25,,Education Loan,Mobile App,Banten,36,Business Owner,2826010,10463150,6,2.53,774,61.71,Pending
LN001538,CUS02697,2023-07-05,,Education Loan,Partner API,DKI Jakarta,27,Self-Employed,7591256,27328795,6,2.39,664,60.0,Pending
LN001539,CUS01622,2024-04-25,,Education Loan,Mobile App,DKI Jakarta,22,Employed,3667350,8043364,12,2.25,700,18.28,Rejected
LN001540,CUS01125,2023-01-21,,KTA (Personal Loan),Web,Sumatera Utara,18,Student,2706039,33333157,3,2.95,759,410.6,Pending
LN001541,CUS00034,2022-05-21,2022-05-25,PayLater,Partner API,DIY Yogyakarta,31,Self-Employed,5914843,1460801,18,2.87,598,1.37,Approved
LN001542,CUS02319,2023-01-09,,KTA (Personal Loan),Partner API,Jawa Timur,46,Business Owner,1500000,32264008,12,3.52,738,179.24,Rejected
LN001543,CUS02810,2022-10-07,2022-10-12,PayLater,Partner API,Sumatera Utara,45,Self-Employed,1748664,2223968,6,2.81,672,21.2,Approved
LN001544,CUS03188,2023-08-17,2023-08-19,PayLater,Mobile App,Kalimantan Timur,28,Self-Employed,4494897,957546,12,2.25,723,1.78,Approved
LN001545,CUS03051,2022-08-15,,PayLater,Web,DKI Jakarta,27,Employed,5253544,3121137,36,2.05,664,1.65,Pending
LN001546,CUS00201,2024-07-21,,KTA (Personal Loan),Mobile App,Jawa Barat,35,Business Owner,4006213,35736923,1,2.98,753,892.04,Pending
LN001547,CUS02484,2024-07-16,2024-07-18,PayLater,Partner API,DKI Jakarta,24,Freelancer,1938231,3561226,3,2.09,667,61.25,Approved
LN001548,CUS03053,2023-07-12,,PayLater,Mobile App,DKI Jakarta,34,Employed,3060881,3366654,6,2.9,531,18.33,Pending
LN001549,CUS02035,2024-10-04,2024-10-06,PayLater,Mobile App,Banten,38,Business Owner,6322808,2751011,12,2.12,766,3.63,Approved
LN001550,CUS03412,2023-01-20,,KTA (Personal Loan),Partner API,DKI Jakarta,41,Self-Employed,7088735,28376267,3,2.67,574,133.43,Pending
LN001551,CUS01173,2023-10-19,2023-10-20,KTA (Personal Loan),Partner API,DKI Jakarta,31,Employed,4951566,33603804,24,1.97,750,28.28,Approved
LN001552,CUS03178,2022-02-09,2022-02-11,PayLater,Agent,Jawa Barat,30,Freelancer,10009535,3606167,12,2.89,642,3.0,Approved
LN001553,CUS03273,2022-11-08,2022-11-10,Education Loan,Mobile App,DKI Jakarta,24,Employed,6346326,21371918,24,1.88,744,14.03,Approved
LN001554,CUS00943,2022-04-12,2022-04-15,PayLater,Mobile App,DKI Jakarta,25,Employed,3193011,3141255,6,2.64,740,16.4,Approved
LN001555,CUS02487,2024-12-31,,KTA (Personal Loan),Agent,DKI Jakarta,30,Freelancer,4225496,12012754,18,2.4,684,15.79,Pending
LN001556,CUS03285,2022-02-15,,Business Loan,Mobile App,Sulawesi Selatan,34,Employed,2154843,50017142,6,2.55,690,386.86,Rejected
LN001557,CUS01444,2023-01-16,,Business Loan,Partner API,Banten,39,Self-Employed,4685883,59442563,6,2.3,683,211.42,Pending
LN001558,CUS00898,2022-07-29,,PayLater,Web,Sumatera Utara,25,Business Owner,9744453,4638477,24,2.29,488,1.98,Pending
LN001559,CUS02608,2023-08-01,,Education Loan,Partner API,Sulawesi Selatan,43,Employed,7542939,23984877,1,2.58,659,317.98,Rejected
LN001560,CUS00779,2023-07-06,2023-07-10,Education Loan,Web,Kalimantan Timur,29,Employed,11595806,18821670,24,2.0,560,6.76,Approved
LN001561,CUS02544,2022-09-14,,KTA (Personal Loan),Partner API,DKI Jakarta,31,Student,4169127,16342561,12,2.0,663,32.67,Rejected
LN001562,CUS01027,2024-06-16,,KTA (Personal Loan),Mobile App,Sulawesi Selatan,26,Employed,11213268,9990118,36,2.32,558,2.47,Rejected
LN001563,CUS02777,2022-01-17,,PayLater,Agent,Jawa Tengah,18,Self-Employed,4452453,4544416,12,2.3,555,8.51,Pending
LN001564,CUS03095,2023-04-22,2023-04-26,KTA (Personal Loan),Mobile App,DKI Jakarta,39,Employed,12090124,45169970,18,2.0,778,20.76,Approved
LN001565,CUS02953,2022-07-04,,PayLater,Mobile App,Jawa Timur,37,Business Owner,4934857,998130,1,2.96,735,20.23,Pending
LN001566,CUS03144,2022-11-05,,Business Loan,Mobile App,Jawa Barat,29,Student,7642897,161471166,12,2.33,649,176.06,Pending
LN001567,CUS02701,2022-01-31,2022-02-05,PayLater,Web,DKI Jakarta,32,Employed,12115738,2509902,18,2.39,664,1.15,Approved
LN001568,CUS02789,2024-10-07,,KTA (Personal Loan),Web,DKI Jakarta,36,Self-Employed,4452124,19578511,18,1.84,630,24.43,Pending
LN001569,CUS03434,2023-03-21,,PayLater,Mobile App,Jawa Barat,19,Business Owner,5700029,3825970,3,3.54,695,22.37,Pending
LN001570,CUS00561,2023-12-02,,PayLater,Partner API,Sumatera Utara,27,Business Owner,10834721,3264482,6,3.71,595,5.02,Rejected
LN001571,CUS02574,2024-05-10,2024-05-11,PayLater,Partner API,Jawa Barat,38,Employed,4616496,4010135,6,2.11,729,14.48,Approved
LN001572,CUS00398,2023-10-01,,PayLater,Web,Banten,21,Employed,2263477,834479,3,3.11,629,12.29,Rejected
LN001573,CUS02571,2024-10-17,,KTA (Personal Loan),Mobile App,DKI Jakarta,34,Employed,18087880,19336415,6,2.45,616,17.82,Rejected
LN001574,CUS02648,2024-01-31,,Business Loan,Web,Jawa Barat,21,Business Owner,3771901,70670201,18,3.3,651,104.09,Pending
LN001575,CUS00162,2024-08-07,,KTA (Personal Loan),Partner API,DKI Jakarta,35,Student,5499688,19838889,6,2.67,602,60.12,Pending
LN001576,CUS01266,2022-03-06,,KTA (Personal Loan),Agent,Sulawesi Selatan,31,Self-Employed,10004569,27611594,6,2.55,676,46.0,Pending
LN001577,CUS03231,2023-11-08,,KTA (Personal Loan),Mobile App,Bali,19,Employed,3470648,17735621,36,1.25,607,14.19,Pending
LN001578,CUS01806,2022-06-14,,PayLater,Mobile App,Jawa Barat,41,Employed,2731134,2499726,1,2.06,687,91.53,Rejected
LN001579,CUS00137,2022-10-27,2022-10-29,PayLater,Mobile App,DIY Yogyakarta,26,Freelancer,5822212,2154999,12,2.51,747,3.08,Approved
LN001580,CUS02374,2022-04-25,,PayLater,Mobile App,Banten,25,Employed,1705045,3808832,18,2.6,592,12.41,Pending
LN001581,CUS01495,2023-06-30,,KTA (Personal Loan),Mobile App,DKI Jakarta,33,Business Owner,4206766,32157535,18,1.89,639,42.47,Pending
LN001582,CUS03000,2024-03-14,2024-03-15,PayLater,Mobile App,Jawa Tengah,41,Self-Employed,5791904,3441332,18,2.14,686,3.3,Approved
LN001583,CUS00539,2022-05-27,2022-05-30,PayLater,Web,Sumatera Utara,23,Freelancer,4252328,1447627,18,2.78,615,1.89,Approved
LN001584,CUS00370,2024-08-20,,KTA (Personal Loan),Mobile App,Jawa Tengah,32,Employed,1980535,19647597,1,1.81,687,992.03,Pending
LN001585,CUS01209,2023-01-07,2023-01-08,Education Loan,Mobile App,Jawa Tengah,35,Employed,13012945,5529136,12,2.57,694,3.54,Approved
LN001586,CUS01339,2023-01-29,2023-02-02,KTA (Personal Loan),Mobile App,Jawa Barat,37,Freelancer,5320465,9876861,18,3.12,736,10.31,Approved
LN001587,CUS03062,2023-05-28,,Business Loan,Mobile App,Jawa Barat,33,Self-Employed,11800349,60360304,1,2.69,601,511.51,Pending
LN001588,CUS01702,2024-02-21,,KTA (Personal Loan),Partner API,DKI Jakarta,29,Employed,4277702,7945867,1,2.67,574,185.75,Pending
LN001589,CUS00720,2022-01-26,,KTA (Personal Loan),Mobile App,Jawa Timur,25,Employed,2948895,32118458,18,1.49,625,60.51,Rejected
LN001590,CUS00823,2022-09-07,,KTA (Personal Loan),Web,Banten,32,Employed,5876412,49915855,18,2.09,572,47.19,Pending
LN001591,CUS00542,2023-05-25,,Business Loan,Mobile App,Banten,23,Student,4392794,29154890,6,3.53,695,110.62,Pending
LN001592,CUS03222,2024-02-28,,PayLater,Web,Jawa Timur,18,Employed,2466452,4195535,24,2.2,557,7.09,Pending
LN001593,CUS02210,2024-06-26,2024-06-27,PayLater,Mobile App,Jawa Barat,35,Business Owner,12077068,1034673,18,3.13,836,0.48,Approved
LN001594,CUS01499,2023-05-22,2023-05-25,PayLater,Mobile App,DKI Jakarta,39,Employed,3442079,3514613,36,2.19,753,2.84,Approved
LN001595,CUS02175,2022-03-10,,KTA (Personal Loan),Web,Sulawesi Selatan,18,Employed,1657446,33942092,24,2.36,651,85.33,Rejected
LN001596,CUS02056,2023-02-12,,Business Loan,Mobile App,Jawa Barat,23,Business Owner,11093258,181516217,12,2.76,719,136.36,Pending
LN001597,CUS01117,2024-08-01,,PayLater,Mobile App,Jawa Timur,36,Freelancer,3694551,1012755,18,2.55,519,1.52,Rejected
LN001598,CUS03402,2022-07-12,2022-07-13,PayLater,Web,DKI Jakarta,48,Employed,3472044,1919500,12,2.69,850,4.61,Approved
LN001599,CUS00674,2024-12-03,,Business Loan,Mobile App,DKI Jakarta,32,Employed,1733608,27248154,18,2.09,602,87.32,Pending
LN001600,CUS01053,2023-03-03,,KTA (Personal Loan),Web,DKI Jakarta,26,Self-Employed,14210808,23332249,18,1.93,640,9.12,Pending
LN001601,CUS03378,2024-08-26,,KTA (Personal Loan),Mobile App,Banten,30,Employed,2306542,46021692,3,2.06,501,665.09,Pending
LN001602,CUS01974,2024-03-07,,Business Loan,Mobile App,Jawa Timur,42,Freelancer,5178459,158489398,3,2.23,688,1020.18,Rejected
